,user_id,title,weeks_since_first_transaction,mastery,diligence,num_questions,percentage_correct,num_review,num_view,ratio_window_visible,cluster
205,389023,Deutsch,2,16.224301749243292,1802.0,21.0,85.71428571428571,20.0,34.0,0.6818181818181818,2
206,389023,Deutsch,3,20.41059336148917,2090.0,17.0,79.41176470588235,22.0,33.0,0.7,2
207,389023,Deutsch,4,20.41059336148917,2090.0,1.0,50.0,0.0,2.0,0.3333333333333333,2
208,389023,Deutsch,5,32.91059336148918,2258.0,10.0,85.0,11.0,18.0,0.875,2
209,389023,Deutsch,6,37.181426694822505,2370.0,0.0,,0.0,,0.1111111111111111,2
210,389115,Deutsch,0,28.19175849038602,4916.0,6.0,83.33333333333333,0.0,11.0,0.22033898305084745,0
211,389115,Deutsch,1,29.23342515705269,4980.0,0.0,,0.0,1.0,0.2,0
212,389115,Deutsch,2,29.407036268163797,5040.0,0.0,,0.0,2.0,0.25,0
213,389115,Deutsch,3,31.45911960149714,5352.0,5.0,70.0,3.0,6.0,0.3793103448275862,0
214,389115,Deutsch,4,31.343378860756395,5266.0,2.0,100.0,0.0,5.0,0.03225806451612903,0
215,389115,Deutsch,5,34.62462886075639,5642.0,13.0,84.61538461538461,2.0,15.0,0.5,0
216,389115,Deutsch,6,37.24036960149713,5788.0,4.0,50.0,0.0,5.0,0.05555555555555555,0
217,389284,Deutsch,0,1.6232638888888893,360.0,18.0,72.22222222222223,5.0,21.0,0.56,0
218,389284,Deutsch,1,16.096664064227536,1592.0,53.0,88.67924528301887,33.0,94.0,0.6153846153846154,0
219,389284,Deutsch,2,19.81194184200531,1974.0,14.0,78.57142857142857,21.0,16.0,0.875,0
220,389284,Deutsch,3,25.483257617791452,2516.0,18.0,88.88888888888889,13.0,20.0,0.2,0
221,389284,Deutsch,4,25.483257617791452,2516.0,0.0,,0.0,,0.5,0
222,389284,Deutsch,5,40.999676500683535,3700.0,46.0,82.6086956521739,46.0,46.0,0.7441860465116279,0
223,389284,Deutsch,6,43.98328695166909,3868.0,4.0,25.0,0.0,11.0,0.5833333333333334,0
224,389582,Deutsch,0,4.0625,302.0,16.0,56.25,14.0,19.0,0.2727272727272727,2
225,389582,Deutsch,1,4.843749999999999,382.0,7.0,71.42857142857143,0.0,8.0,0.1,2
226,389582,Deutsch,2,7.785323619771994,854.0,51.0,64.70588235294117,27.0,57.0,0.6666666666666666,2
227,389582,Deutsch,3,20.23524309421104,1748.0,47.0,60.638297872340424,21.0,56.0,0.125,2
228,389582,Deutsch,4,24.92274309421104,2132.0,17.0,55.88235294117647,17.0,17.0,0.56,2
229,389582,Deutsch,5,25.460937538655482,2660.0,30.0,61.666666666666664,0.0,43.0,0.13333333333333333,2
230,389582,Deutsch,6,25.460937538655482,2660.0,0.0,,0.0,1.0,0.75,2
231,389583,Deutsch,0,0.6510416666666667,120.0,10.0,70.0,28.0,10.0,0.25,2
232,389583,Deutsch,1,8.342734127491905,1382.0,41.0,52.4390243902439,14.0,70.0,0.5714285714285714,2
233,389583,Deutsch,2,9.69690079415857,2268.0,34.0,58.8235294117647,0.0,38.0,0.5,2
234,389583,Deutsch,3,13.168482804289226,3932.0,100.0,61.0,0.0,120.0,0.75,2
235,389583,Deutsch,4,18.499789143345428,5572.0,127.0,55.90551181102362,31.0,141.0,0.7037037037037037,2
236,389583,Deutsch,5,18.43034469890098,5644.0,2.0,50.0,0.0,4.0,0.3333333333333333,2
237,389583,Deutsch,6,30.201641085995014,6472.0,54.0,57.407407407407405,11.0,53.0,,2
238,389584,Deutsch,0,1.9097222222222223,498.0,10.0,60.0,22.0,11.0,,0
239,389584,Deutsch,1,4.340277777777778,856.0,29.0,63.793103448275865,23.0,29.0,,0
240,389584,Deutsch,2,6.666666666666668,1200.0,18.0,69.44444444444444,14.0,18.0,0.8571428571428571,0
241,389584,Deutsch,3,8.440393518518519,1876.0,10.0,70.0,0.0,12.0,,0
242,389584,Deutsch,4,11.814587513352874,2484.0,41.0,70.73170731707317,42.0,48.0,0.6363636363636364,0
243,389584,Deutsch,5,26.156449216534902,3304.0,36.0,66.66666666666667,20.0,37.0,0.3333333333333333,0
244,389584,Deutsch,6,33.52291029022892,4216.0,33.0,68.18181818181819,17.0,37.0,0.2,0
245,389616,Deutsch,0,4.205729166666667,984.0,11.0,68.18181818181819,10.0,11.0,,2
246,389616,Deutsch,1,9.667645611158408,1884.0,53.0,66.0377358490566,50.0,57.0,0.6842105263157895,2
247,389616,Deutsch,2,15.106142892274484,2742.0,29.0,72.41379310344827,23.0,29.0,0.2222222222222222,2
248,389616,Deutsch,3,15.595147521904114,3778.0,30.0,81.66666666666667,18.0,32.0,,2
249,389616,Deutsch,4,24.430412569855182,4834.0,38.0,72.36842105263158,49.0,39.0,,2
250,389616,Deutsch,5,27.667520566948276,5204.0,9.0,77.77777777777777,10.0,10.0,,2
251,389616,Deutsch,6,27.84113167805939,5474.0,11.0,59.09090909090909,0.0,32.0,,2
252,389619,Deutsch,0,4.066840277777778,566.0,13.0,65.38461538461539,10.0,16.0,,2
253,389619,Deutsch,1,10.562776787745394,1090.0,36.0,55.55555555555556,12.0,38.0,0.05,2
254,389619,Deutsch,2,11.91694345441206,2330.0,35.0,65.71428571428571,18.0,35.0,,2
255,389619,Deutsch,3,13.763964997619523,2538.0,21.0,57.142857142857146,12.0,28.0,,2
256,389619,Deutsch,4,18.042110217015953,4442.0,95.0,69.47368421052632,44.0,97.0,,2
257,389619,Deutsch,5,36.094220440016365,5246.0,44.0,70.45454545454545,30.0,44.0,,2
258,389619,Deutsch,6,36.61505377334969,5566.0,17.0,47.05882352941177,11.0,17.0,0.8181818181818182,2
259,389620,Deutsch,0,7.534722222222222,844.0,12.0,75.0,29.0,14.0,0.875,0
260,389620,Deutsch,1,13.110017094574783,1338.0,33.0,72.72727272727273,31.0,33.0,0.5,0
261,389620,Deutsch,2,17.308925824733514,2146.0,23.0,60.869565217391305,4.0,24.0,0.7857142857142857,0
262,389620,Deutsch,3,19.011761472881666,2844.0,26.0,69.23076923076923,27.0,29.0,,0
263,389620,Deutsch,4,21.225303139548334,3084.0,18.0,75.0,7.0,19.0,,0
264,389620,Deutsch,5,29.518990808000996,4420.0,64.0,76.5625,46.0,70.0,0.6956521739130435,0
265,389620,Deutsch,6,44.97210341102899,5140.0,36.0,70.83333333333333,31.0,37.0,0.5,0
266,389621,Deutsch,0,5.212673611111112,496.0,10.0,75.0,1.0,11.0,0.030303030303030304,0
267,389621,Deutsch,1,8.721064814814817,1198.0,31.0,59.67741935483871,1.0,48.0,0.037037037037037035,0
268,389621,Deutsch,2,9.118200231481481,1634.0,29.0,62.06896551724138,13.0,37.0,,0
269,389621,Deutsch,3,10.695891203703704,2906.0,29.0,68.96551724137932,0.0,38.0,,0
270,389621,Deutsch,4,11.911168981481485,3086.0,7.0,71.42857142857143,0.0,11.0,,0
271,389621,Deutsch,5,12.709780092592592,3636.0,40.0,61.25,7.0,48.0,0.2,0
272,389621,Deutsch,6,21.275549402710784,4320.0,36.0,54.166666666666664,2.0,52.0,,0
273,389622,Deutsch,0,3.984375,464.0,15.0,73.33333333333333,15.0,19.0,0.08333333333333333,2
274,389622,Deutsch,1,7.717013888888891,1222.0,27.0,64.81481481481481,34.0,27.0,0.7619047619047619,2
275,389622,Deutsch,2,11.864796656100904,1646.0,34.0,70.58823529411765,40.0,36.0,0.7272727272727273,2
276,389622,Deutsch,3,13.120583693137938,2686.0,28.0,71.42857142857143,24.0,28.0,0.972972972972973,2
277,389622,Deutsch,4,19.126003970825582,3150.0,17.0,67.6470588235294,5.0,17.0,0.8461538461538461,2
278,389622,Deutsch,5,21.20933730415892,3280.0,8.0,56.25,8.0,8.0,0.10714285714285714,2
